,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SkipThoughtCS,EmbeddingAverageCosineSimilarity,EmbeddingAverageCosineSimilairty,VectorExtremaCosineSimilarity,GreedyMatchingScore
190000,0.000107,0.0,0.0,0.0,0.039678,0.014649,0.006375,0.3764539957046509,0.573259,0.573259,0.232675,0.8559479999999999
200000,0.00010400000000000001,0.0,0.0,0.0,0.039781,0.013549,0.005625,0.3782869875431061,0.590861,0.590861,0.23351100000000002,0.860332
210000,0.000105,0.0,0.0,0.0,0.040146,0.014438,0.00633,0.3755010068416596,0.582566,0.582566,0.232264,0.858245
220000,9.8e-05,0.0,0.0,0.0,0.03896,0.012957,0.0054329999999999995,0.3750129938125609,0.578689,0.578689,0.22983800000000001,0.856625
230000,9.4e-05,0.0,0.0,0.0,0.040933,0.012925,0.00548,0.3808389902114868,0.577581,0.577581,0.23634,0.8576020000000001
240000,0.0001,0.0,0.0,0.0,0.040770999999999995,0.013134,0.005899000000000001,0.3751240074634552,0.5731149999999999,0.5731149999999999,0.227948,0.855598
250000,9.3e-05,0.0,0.0,0.0,0.039254,0.012988,0.005598,0.3725619912147522,0.563561,0.563561,0.225162,0.853009
255000,7.900000000000001e-05,0.0,0.0,0.0,0.039982,0.010661,0.004591,0.3699570000171661,0.559758,0.559758,0.22279200000000002,0.852124
260000,9.4e-05,0.0,0.0,0.0,0.039112,0.012847999999999998,0.005431,0.37237000465393066,0.5711579999999999,0.5711579999999999,0.222798,0.8541989999999999
265000,9.2e-05,0.0,0.0,0.0,0.040555,0.012109,0.005084,0.3761700093746185,0.578429,0.578429,0.230863,0.8571350000000001
270000,9.9e-05,0.0,0.0,0.0,0.041136,0.013227,0.006181,0.3758699893951416,0.5680810000000001,0.5680810000000001,0.231367,0.8550909999999999
275000,9.4e-05,0.0,0.0,0.0,0.040098,0.012771,0.005413,0.3730059862136841,0.569963,0.569963,0.22859200000000002,0.8539610000000001
280000,0.000106,0.0,0.0,0.0,0.039377,0.014388,0.006096,0.3740760087966919,0.572444,0.572444,0.227905,0.8558020000000001
285000,8e-05,0.0,0.0,0.0,0.042282,0.011000000000000001,0.004692,0.3752630054950714,0.5709270000000001,0.5709270000000001,0.231172,0.8568309999999999
290000,9.4e-05,0.0,0.0,0.0,0.040218,0.012911,0.005485,0.3755710124969481,0.575078,0.575078,0.230993,0.8563870000000001
295000,8.9e-05,0.0,0.0,0.0,0.04025,0.011999,0.005053,0.3744069933891296,0.577044,0.577044,0.226921,0.8570459999999999
300000,9.9e-05,0.0,0.0,0.0,0.040995,0.013695,0.005899000000000001,0.3743790090084076,0.570854,0.570854,0.232113,0.8559110000000001
305000,9.6e-05,0.0,0.0,0.0,0.040298,0.012782,0.0052770000000000004,0.3758530020713806,0.55999,0.55999,0.231607,0.8530549999999999
310000,6.1e-05,0.0,0.0,0.0,0.040152,0.008417000000000001,0.003646,0.37299901247024536,0.566982,0.566982,0.224921,0.854333
315000,8.3e-05,0.0,0.0,0.0,0.040871,0.011431,0.004877,0.3764669895172119,0.572387,0.572387,0.230922,0.856567
316000,9.8e-05,0.0,0.0,0.0,0.042051,0.013161,0.005488,0.37521299719810486,0.545588,0.545588,0.237917,0.849404
