,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SkipThoughtCS,EmbeddingAverageCosineSimilarity,EmbeddingAverageCosineSimilairty,VectorExtremaCosineSimilarity,GreedyMatchingScore
140000,0.00011200000000000001,0.0,0.0,0.0,0.040237,0.014601,0.006443000000000001,0.3805570006370544,0.593352,0.593352,0.2402320000000001,0.862267
145000,9.5e-05,0.0,0.0,0.0,0.040252,0.012653,0.005273,0.3760530054569245,0.57255,0.57255,0.243598,0.857132
150000,8.1e-05,0.0,0.0,0.0,0.038222000000000006,0.010818000000000001,0.004574,0.3770909905433655,0.6070399999999999,0.6070399999999999,0.238378,0.8657729999999999
155000,0.00012,1e-06,0.0,0.0,0.039315,0.015529,0.006340999999999999,0.3792099952697754,0.5905239999999999,0.5905239999999999,0.245125,0.8619530000000001
160000,0.000106,0.0,0.0,0.0,0.038688,0.014186,0.005871,0.3777259886264801,0.585298,0.585298,0.23506100000000002,0.8588889999999999
165000,8.7e-05,0.0,0.0,0.0,0.040737,0.011479,0.004751,0.3782269954681397,0.569719,0.569719,0.244126,0.855875
170000,0.000101,0.0,0.0,0.0,0.039118,0.013772999999999999,0.00609,0.376558005809784,0.5947859999999999,0.5947859999999999,0.23247800000000002,0.862483
175000,0.000116,0.0,0.0,0.0,0.039541,0.015619999999999997,0.006911,0.3794449865818024,0.58986,0.58986,0.237186,0.8618020000000001
180000,7.7e-05,0.0,0.0,0.0,0.039185000000000005,0.010594,0.00441,0.37803199887275696,0.608542,0.608542,0.225787,0.865613
185000,0.000117,0.0,0.0,0.0,0.039169,0.016257,0.006925,0.3765990138053894,0.573921,0.573921,0.234745,0.857015
190000,0.00010700000000000001,0.0,0.0,0.0,0.039678,0.014649,0.006375,0.3764539957046509,0.573259,0.573259,0.232675,0.8559479999999999
195000,8.4e-05,0.0,0.0,0.0,0.038435,0.01137,0.004721,0.3746050000190735,0.574425,0.574425,0.230402,0.8568969999999999
200000,0.00010400000000000001,0.0,0.0,0.0,0.039781,0.013549,0.005625,0.3782869875431061,0.590861,0.590861,0.23351100000000002,0.860332
205000,9.7e-05,0.0,0.0,0.0,0.040333,0.012916,0.005516,0.3757840096950531,0.58799,0.58799,0.228514,0.8595959999999999
210000,0.000105,0.0,0.0,0.0,0.040146,0.014438,0.00633,0.3755010068416596,0.582566,0.582566,0.232264,0.858245
215000,7.900000000000001e-05,0.0,0.0,0.0,0.039222,0.01064,0.005123,0.37109801173210144,0.553028,0.553028,0.228439,0.850463
220000,9.8e-05,0.0,0.0,0.0,0.03896,0.012957,0.0054329999999999995,0.3750129938125609,0.578689,0.578689,0.22983800000000001,0.856625
225000,7.900000000000001e-05,0.0,0.0,0.0,0.040475,0.01074,0.004601,0.3713360130786896,0.549442,0.549442,0.232815,0.8500459999999999
230000,9.4e-05,0.0,0.0,0.0,0.040933,0.012925,0.00548,0.3808389902114868,0.577581,0.577581,0.23634000000000002,0.8576020000000001
235000,8.9e-05,0.0,0.0,0.0,0.040061,0.011861,0.005587,0.3758449852466583,0.589637,0.589637,0.230119,0.859728
240000,0.0001,0.0,0.0,0.0,0.040770999999999995,0.013134,0.005899000000000001,0.3751240074634552,0.5731149999999999,0.5731149999999999,0.227948,0.855598
241000,7.5e-05,0.0,0.0,0.0,0.039811,0.010157,0.004343,0.37229201197624207,0.563093,0.563093,0.224141,0.853401
