,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SkipThoughtCS,EmbeddingAverageCosineSimilarity,EmbeddingAverageCosineSimilairty,VectorExtremaCosineSimilarity,GreedyMatchingScore
75000,9.9e-05,0.0,0.0,0.0,0.039718,0.013447,0.0058130000000000005,0.3767699897289276,0.581429,0.581429,0.24406799999999998,0.858558
80000,6.1e-05,0.0,0.0,0.0,0.037961,0.008294,0.0032990000000000003,0.3745270073413849,0.5892850000000001,0.5892850000000001,0.238796,0.859825
85000,0.000133,1e-06,0.0,0.0,0.038685000000000004,0.018587,0.008895,0.37669599056243896,0.580612,0.580612,0.249617,0.8601280000000001
90000,0.000122,1e-06,0.0,0.0,0.038532,0.0162,0.006957,0.3835589885711671,0.599531,0.599531,0.25203200000000003,0.864058
95000,8.1e-05,0.0,0.0,0.0,0.038446,0.011472,0.005251,0.3762730062007904,0.584008,0.584008,0.24030300000000002,0.859994
100000,9.2e-05,0.0,0.0,0.0,0.037603,0.012366,0.005696,0.3751620054244995,0.593939,0.593939,0.234935,0.8616309999999999
105000,0.00011200000000000001,0.0,0.0,0.0,0.039502999999999996,0.015555000000000001,0.006479,0.375014990568161,0.586411,0.586411,0.237948,0.8604299999999999
110000,0.000113,0.0,0.0,0.0,0.037409,0.015088,0.006593000000000001,0.372869998216629,0.580183,0.580183,0.229823,0.8590899999999999
115000,0.00010400000000000001,0.0,0.0,0.0,0.038901,0.013762,0.006201,0.3767020106315613,0.597504,0.597504,0.236366,0.86361
120000,9.4e-05,0.0,0.0,0.0,0.038518,0.012624,0.005831,0.3783830106258392,0.608974,0.608974,0.238345,0.866398
125000,9.7e-05,0.0,0.0,0.0,0.040152,0.013075999999999999,0.005796,0.3761590123176575,0.590226,0.590226,0.235523,0.861273
130000,8.1e-05,0.0,0.0,0.0,0.039414,0.010926,0.004736,0.37634798884391785,0.57676,0.57676,0.238368,0.8575799999999999
135000,8e-05,0.0,0.0,0.0,0.0396,0.011253,0.005033,0.37504899501800537,0.588134,0.588134,0.234956,0.860901
140000,0.000112,0.0,0.0,0.0,0.040237,0.014601,0.006443000000000001,0.3805570006370544,0.593352,0.593352,0.2402320000000001,0.862267
141000,0.00011,0.0,0.0,0.0,0.040833999999999995,0.014694,0.006553,0.3783490061759949,0.599703,0.599703,0.24108800000000002,0.863866
142000,0.00015,1e-06,0.0,0.0,0.039499,0.019266,0.008173999999999999,0.3797250092029572,0.591012,0.591012,0.247738,0.8621610000000001
143000,9.1e-05,0.0,0.0,0.0,0.039725,0.012412999999999999,0.005396,0.3792600035667419,0.594023,0.594023,0.241748,0.8632879999999999
144000,8.3e-05,0.0,0.0,0.0,0.038584,0.011658,0.005158,0.3742609918117523,0.592594,0.592594,0.233519,0.860225
